epoch,train_loss,train_accuracy,valid_loss,valid_accuracy
1,1.9466155381964034,0.22470588235294117,1.682366410210019,0.29904761904761906
2,1.709354508464076,0.2988235294117647,1.59426596618834,0.32095238095238093
3,1.6459659411326175,0.3314285714285714,1.7218691040220715,0.2914285714285714
4,1.6176414580705787,0.34319327731092436,1.6241664455050513,0.3361904761904762
5,1.5769652465211244,0.36789915966386555,1.5315428947267078,0.3904761904761905
6,1.5164597570996325,0.380672268907563,1.5689733482542492,0.36666666666666664
7,1.5018226096610061,0.40016806722689074,1.4648663375491187,0.4038095238095238
8,1.4612308825564986,0.42789915966386555,1.341525752885001,0.45904761904761904
9,1.4146137438301278,0.43714285714285717,1.3904950255439394,0.4419047619047619
10,1.384003097229645,0.4505882352941176,1.4673131220681326,0.43142857142857144
11,1.3536797080721175,0.45966386554621846,1.2867072307495844,0.5114285714285715
12,1.3123691826908528,0.49210084033613444,1.2774597760609219,0.5076190476190476
13,1.2752475354250739,0.5050420168067227,1.2093678835460118,0.5342857142857143
14,1.2690985113031723,0.5136134453781512,1.2111268515813918,0.5276190476190477
15,1.2148279685332994,0.5378151260504201,1.1470479633694604,0.5647619047619048
16,1.1826995898895905,0.546890756302521,1.1320201110839845,0.5771428571428572
17,1.160403366289219,0.5616806722689076,1.1091482289632162,0.5857142857142857
18,1.126890162980857,0.57109243697479,1.0524820014408656,0.6104761904761905
19,1.1370148600249732,0.5806722689075631,1.0248050473985217,0.6295238095238095
20,1.0801210799137084,0.5899159663865546,1.0251501274108887,0.6161904761904762
21,1.0604277464922736,0.5983193277310924,1.0280844561258953,0.6247619047619047
22,1.0549104734028087,0.6015126050420168,0.9934524497531709,0.6276190476190476
23,1.036443335749522,0.6198319327731092,0.9892504560379755,0.6419047619047619
24,1.0224137102054949,0.6250420168067227,0.97306685538519,0.6561904761904762
25,1.0117838095416543,0.6191596638655462,0.9779594105765933,0.6476190476190476
26,1.0109395544068152,0.6243697478991597,0.9495585223606654,0.6647619047619048
27,0.9978714987410217,0.6305882352941177,0.9700827546346755,0.6504761904761904
28,0.994027009811722,0.625546218487395,0.956346405120123,0.6476190476190476
29,0.9918716409627129,0.6351260504201681,0.9494805133910407,0.6514285714285715
30,0.9916222448509281,0.6260504201680672,0.9593637916019985,0.6561904761904762
