epoch,train_loss,train_accuracy,valid_loss,valid_accuracy
1,2.265905232229153,0.1292436974789916,2.1008528763907295,0.2057142857142857
2,1.9064295931022708,0.23714285714285716,1.7250747907729376,0.2733333333333333
3,1.7242462819764595,0.2885714285714286,1.7174030531020392,0.2895238095238095
4,1.680575713750695,0.3067226890756303,1.665898008573623,0.32857142857142857
5,1.6411515754811905,0.32823529411764707,1.6336066752388363,0.319047619047619
6,1.6190722485951015,0.3341176470588235,1.561389597029913,0.35523809523809524
7,1.581309001185313,0.35126050420168065,1.647396550178528,0.3304761904761905
8,1.558764185745175,0.3573109243697479,1.4959420113336472,0.3961904761904762
9,1.5274761614278585,0.3734453781512605,1.4768700531550816,0.35904761904761906
10,1.499406667637224,0.3796638655462185,1.5955970627920968,0.38761904761904764
11,1.4676890845258697,0.4015126050420168,1.448039140701294,0.4247619047619048
12,1.432056611966686,0.42453781512605043,1.434204516637893,0.42095238095238097
13,1.396988818144598,0.4435294117647059,1.3711287169229416,0.4638095238095238
14,1.3822780177172493,0.4440336134453782,1.3612044561476935,0.4704761904761905
15,1.345900986575279,0.47025210084033614,1.3065837505885534,0.5076190476190476
16,1.332022451192391,0.4773109243697479,1.2941760546820504,0.49333333333333335
17,1.3031988982192608,0.4900840336134454,1.2610275927044097,0.5219047619047619
18,1.2685636515176597,0.5052100840336134,1.2899798958642141,0.518095238095238
19,1.2459939727462641,0.5183193277310925,1.1583296069644746,0.5666666666666667
20,1.2265177744777263,0.5260504201680672,1.2693116240274338,0.518095238095238
21,1.2047579977692677,0.5356302521008404,1.1777405623027257,0.5352380952380953
22,1.1780776983749968,0.5431932773109244,1.1676092120579311,0.5695238095238095
23,1.1790632397387208,0.5473949579831933,1.2008585764112927,0.5504761904761905
24,1.155680339516712,0.5573109243697479,1.1728073047456287,0.559047619047619
25,1.1517530623604268,0.5526050420168067,1.1872543380374,0.5523809523809524
26,1.139150352437957,0.5658823529411765,1.1383952663058325,0.5704761904761905
27,1.1293277133412722,0.5675630252100841,1.1657277683984666,0.5619047619047619
28,1.1304750434490813,0.5744537815126051,1.1324193972632999,0.579047619047619
29,1.1363654775779788,0.564873949579832,1.1349821388153802,0.579047619047619
30,1.1247755700600248,0.5721008403361345,1.1557674160457794,0.5666666666666667
