epoch,train_loss,train_accuracy,valid_loss,valid_accuracy
1,2.2026172608287395,0.20588235294117646,1.9993745190756662,0.24285714285714285
2,2.0255958147609934,0.2376470588235294,1.8659325116021293,0.26761904761904765
3,1.9368055869751617,0.26487394957983196,1.860469549042838,0.27714285714285714
4,1.854169129604051,0.29126050420168065,1.7829694405056182,0.32571428571428573
5,1.7979908394613187,0.30756302521008405,1.7428510858899071,0.3361904761904762
6,1.7354615324885905,0.33210084033613446,1.661365876197815,0.37142857142857144
7,1.6575725733332274,0.36487394957983194,1.6103401279449463,0.379047619047619
8,1.640704766802427,0.37478991596638656,1.659378084001087,0.38571428571428573
9,1.592235093317112,0.401344537815126,1.6042840069816227,0.3980952380952381
10,1.5520392834238645,0.4117647058823529,1.5860977095649356,0.38285714285714284
11,1.511638444692147,0.4191596638655462,1.5087834614799136,0.44476190476190475
12,1.4696957970466935,0.43848739495798317,1.5797789008276804,0.4057142857142857
13,1.447092809677124,0.45243697478991596,1.4196161147526332,0.4657142857142857
14,1.3931913178307669,0.473109243697479,1.3708980812345233,0.4980952380952381
15,1.360958060577136,0.4880672268907563,1.3882030898048765,0.4780952380952381
16,1.3337464396693126,0.5005042016806722,1.350419858750843,0.4895238095238095
17,1.3153487775706443,0.5070588235294118,1.3690029539380755,0.4819047619047619
18,1.2845959784804273,0.5248739495798319,1.2858444204784576,0.5380952380952381
19,1.2485006664580658,0.5284033613445378,1.2536962606793358,0.540952380952381
20,1.2110031274186464,0.5500840336134454,1.2566166462217059,0.5504761904761905
21,1.198376155901356,0.5670588235294117,1.2187491607666017,0.5476190476190477
22,1.1733652658222102,0.5736134453781513,1.2288485331762404,0.5342857142857143
23,1.1475426984033665,0.5744537815126051,1.1882404193424043,0.5647619047619048
24,1.1345674167360578,0.5821848739495799,1.201442817506336,0.5657142857142857
25,1.1220987263447095,0.5815126050420169,1.176114517166501,0.5714285714285714
26,1.1049810660386286,0.5942857142857143,1.1407590337026687,0.5952380952380952
27,1.0884345908525612,0.6001680672268908,1.1544005366734096,0.5828571428571429
28,1.0876159520910567,0.5989915966386554,1.1429410457611084,0.6
29,1.0767464201790946,0.6092436974789915,1.1440200501396542,0.599047619047619
30,1.0702733611659843,0.6115966386554622,1.1445546901793706,0.6009523809523809
