epoch,train_loss,train_accuracy,valid_loss,valid_accuracy
1,1.925899577701793,0.21949579831932772,1.7051864056360153,0.27904761904761904
2,1.7270317036764962,0.2946218487394958,1.644841759999593,0.3304761904761905
3,1.6511602362063753,0.32319327731092434,1.6062655791782197,0.3352380952380952
4,1.6369521272482992,0.34285714285714286,1.5697786798931304,0.35428571428571426
5,1.586520933824427,0.3603361344537815,1.4911727096920921,0.40190476190476193
6,1.546273394953303,0.37831932773109245,1.5797091686157954,0.3647619047619048
7,1.5018599477335184,0.394453781512605,1.4906613672347295,0.37047619047619046
8,1.472782852108739,0.4134453781512605,1.3240436703818186,0.4666666666666667
9,1.3967394083487887,0.4447058823529412,1.3590173641840617,0.46285714285714286
10,1.375060242404457,0.4620168067226891,1.308821477435884,0.4847619047619048
11,1.327867394936185,0.48739495798319327,1.2242765333538963,0.5114285714285715
12,1.291496574938798,0.506890756302521,1.2549014241354806,0.5285714285714286
13,1.255759462308483,0.5181512605042017,1.197326148805164,0.5504761904761905
14,1.218138586212607,0.5373109243697479,1.1807974526995704,0.5733333333333334
15,1.1866195855821882,0.5541176470588235,1.1242199118932088,0.5847619047619048
16,1.165636457875997,0.56,1.113753909156436,0.5685714285714286
17,1.1104965912394162,0.5826890756302521,1.0472833360944476,0.6085714285714285
18,1.077096655949825,0.5890756302521009,1.0367818282899401,0.6057142857142858
19,1.0601832687954942,0.6060504201680672,1.0476903772354127,0.6133333333333333
20,1.0258006011137442,0.6226890756302521,1.0090332426343644,0.6152380952380953
21,0.9920709367760089,0.6356302521008403,0.992696047056289,0.6314285714285715
22,0.9774564379403571,0.6391596638655462,0.989728615624564,0.6552380952380953
23,0.9586408836300634,0.6450420168067227,0.9702641144252959,0.6333333333333333
24,0.9324660458684969,0.6566386554621849,0.9590152695065453,0.6371428571428571
25,0.9247692197511176,0.6574789915966387,0.9424532261348906,0.6523809523809524
26,0.9148890746541384,0.6633613445378151,0.9376579607100713,0.6571428571428571
27,0.8991880131368878,0.6699159663865546,0.9494072058087304,0.64
28,0.8953795530415383,0.6727731092436975,0.9357593023209345,0.6542857142857142
29,0.8821648057168271,0.6773109243697479,0.9291816223235357,0.6542857142857142
30,0.8883382139686776,0.680672268907563,0.9388665726071312,0.6504761904761904
